City,Locality,Size_sqft,Property_Type,Age_years,Distance_to_metro_km,Amenities_score,Price_per_sqft,Total_Price_Cr,Estimated_Monthly_Rent
Hyderabad,LB Nagar,750,Apartment,15,5.26,10,4000,0.3,8750
Hyderabad,LB Nagar,1350,Apartment,19,8.7,6,5000,0.68,19687
Hyderabad,LB Nagar,1800,Villa,19,9.81,10,10000,1.8,52500
Hyderabad,LB Nagar,3500,Villa,8,7.72,8,19000,6.65,193958
Hyderabad,LB Nagar,2200,Villa,14,5.86,6,13000,2.86,83416
Hyderabad,LB Nagar,2500,Villa,9,8.96,9,14500,3.62,105729
Hyderabad,LB Nagar,1200,Villa,0,0.91,9,9000,1.08,31500
Hyderabad,LB Nagar,3500,Villa,19,5.25,7,17500,6.12,178645
Hyderabad,LB Nagar,3500,Villa,3,6.38,5,25000,8.75,255208
Hyderabad,LB Nagar,2000,Villa,8,7.31,7,12000,2.4,70000
Hyderabad,LB Nagar,1800,Villa,20,7.02,6,8500,1.53,44625
Hyderabad,LB Nagar,1350,Apartment,16,3.78,5,5000,0.68,19687
Hyderabad,LB Nagar,3000,Villa,12,8.1,10,15000,4.5,131250
Hyderabad,LB Nagar,1200,Apartment,23,9.59,10,4000,0.48,14000
Hyderabad,LB Nagar,2500,Villa,9,0.39,8,14000,3.5,102083
Hyderabad,LB Nagar,2500,Apartment,12,0.44,9,10000,2.5,72916
Hyderabad,LB Nagar,3500,Apartment,18,7.46,7,12000,4.2,122500
Hyderabad,LB Nagar,1500,Villa,21,1.69,10,8000,1.2,35000
Hyderabad,LB Nagar,2200,Villa,16,7.61,6,12000,2.64,77000
Hyderabad,LB Nagar,3500,Apartment,17,7.73,7,12500,4.38,127604
Hyderabad,LB Nagar,1000,Apartment,15,8.51,10,4000,0.4,11666
Hyderabad,LB Nagar,1800,Apartment,23,5.03,10,6000,1.08,31500
Hyderabad,LB Nagar,2000,Apartment,20,1.05,6,6000,1.2,35000
Hyderabad,LB Nagar,2200,Villa,7,0.94,8,12000,2.64,77000
Hyderabad,LB Nagar,2000,Villa,11,3.68,9,11500,2.3,67083
Hyderabad,LB Nagar,2000,Apartment,14,9.49,8,7500,1.5,43750
Hyderabad,LB Nagar,900,Apartment,20,1.0,8,3500,0.32,9187
Hyderabad,LB Nagar,1500,Apartment,16,3.21,10,6000,0.9,26250
Hyderabad,LB Nagar,2200,Villa,16,1.05,8,13000,2.86,83416
Hyderabad,LB Nagar,900,Apartment,4,7.16,6,4500,0.41,11812
Hyderabad,LB Nagar,2200,Villa,13,0.79,6,12000,2.64,77000
Hyderabad,LB Nagar,2000,Apartment,22,3.16,5,6000,1.2,35000
Hyderabad,LB Nagar,2500,Apartment,10,2.55,7,10500,2.62,76562
Hyderabad,LB Nagar,3500,Apartment,1,9.31,8,14500,5.08,148020
Hyderabad,LB Nagar,1800,Apartment,6,4.23,9,8000,1.44,42000
Hyderabad,LB Nagar,1350,Apartment,15,4.92,6,5500,0.74,21656
Hyderabad,LB Nagar,3000,Villa,13,2.49,8,16000,4.8,140000
Hyderabad,LB Nagar,2500,Villa,15,6.15,5,13000,3.25,94791
Hyderabad,LB Nagar,900,Apartment,17,3.77,10,3500,0.32,9187
Hyderabad,LB Nagar,2200,Villa,0,8.92,9,15500,3.41,99458
Hyderabad,LB Nagar,1500,Apartment,0,5.18,10,9000,1.35,39375
Hyderabad,LB Nagar,1800,Villa,7,6.36,7,10000,1.8,52500
Hyderabad,LB Nagar,1200,Villa,3,1.0,9,8000,0.96,28000
Hyderabad,LB Nagar,3000,Apartment,9,7.23,5,12500,3.75,109375
Hyderabad,LB Nagar,900,Villa,9,8.28,8,6000,0.54,15750
Hyderabad,LB Nagar,3000,Villa,19,5.35,8,15500,4.65,135625
Hyderabad,LB Nagar,3500,Villa,4,1.69,8,20000,7.0,204166
Hyderabad,LB Nagar,2200,Apartment,24,5.12,6,7000,1.54,44916
Hyderabad,LB Nagar,2500,Apartment,0,3.06,6,12000,3.0,87500
Hyderabad,LB Nagar,1200,Apartment,6,0.83,9,5000,0.6,17500
Hyderabad,LB Nagar,3000,Apartment,5,7.56,7,12000,3.6,105000
Hyderabad,LB Nagar,3500,Apartment,25,2.98,8,9500,3.33,96979
Hyderabad,LB Nagar,3500,Apartment,8,7.16,9,12500,4.38,127604
Hyderabad,LB Nagar,900,Apartment,21,1.29,10,3500,0.32,9187
Hyderabad,LB Nagar,750,Apartment,1,3.79,8,4500,0.34,9843
Hyderabad,LB Nagar,2500,Apartment,12,3.34,9,9000,2.25,65625
Hyderabad,LB Nagar,1800,Apartment,15,7.95,6,6500,1.17,34125
Hyderabad,LB Nagar,3500,Apartment,21,9.13,7,11500,4.03,117395
Hyderabad,LB Nagar,2500,Apartment,21,3.96,10,8000,2.0,58333
Hyderabad,LB Nagar,3000,Apartment,8,4.06,8,14000,4.2,122500
Hyderabad,LB Nagar,1200,Apartment,16,6.44,7,5000,0.6,17500
Hyderabad,LB Nagar,1200,Apartment,25,6.76,8,3500,0.42,12250
Hyderabad,LB Nagar,1500,Apartment,19,9.67,7,5000,0.75,21875
Hyderabad,LB Nagar,3000,Villa,6,1.32,10,19500,5.85,170625
Hyderabad,LB Nagar,2500,Apartment,9,7.88,5,9500,2.38,69270
Hyderabad,LB Nagar,3000,Apartment,15,3.79,10,10500,3.15,91875
Hyderabad,LB Nagar,2500,Apartment,10,9.58,5,7500,1.88,54687
Hyderabad,LB Nagar,750,Apartment,21,4.74,5,3000,0.23,6562
Hyderabad,LB Nagar,3000,Villa,21,2.33,6,12000,3.6,105000
Hyderabad,LB Nagar,1000,Apartment,24,0.81,10,3000,0.3,8750
Hyderabad,LB Nagar,1200,Apartment,8,7.75,8,6000,0.72,21000
Hyderabad,LB Nagar,2000,Villa,8,8.55,5,12000,2.4,70000
Hyderabad,LB Nagar,1200,Apartment,5,2.36,7,5500,0.66,19250
Hyderabad,LB Nagar,2200,Villa,25,8.84,8,11000,2.42,70583
Hyderabad,LB Nagar,1200,Apartment,3,2.39,5,6500,0.78,22750
Hyderabad,LB Nagar,1200,Apartment,21,3.16,7,5000,0.6,17500
Hyderabad,LB Nagar,2200,Villa,14,1.63,10,13000,2.86,83416
Hyderabad,LB Nagar,1000,Villa,11,3.36,6,7000,0.7,20416
Hyderabad,LB Nagar,1200,Villa,12,6.55,8,8500,1.02,29750
Hyderabad,LB Nagar,1800,Villa,12,2.23,8,10000,1.8,52500
Hyderabad,LB Nagar,3500,Apartment,25,8.94,5,9000,3.15,91875
Hyderabad,LB Nagar,1200,Apartment,22,0.86,6,3500,0.42,12250
Hyderabad,LB Nagar,1200,Villa,13,1.38,9,6500,0.78,22750
Hyderabad,LB Nagar,3500,Apartment,14,8.4,9,12500,4.38,127604
Hyderabad,LB Nagar,2200,Villa,24,0.44,9,8500,1.87,54541
Hyderabad,LB Nagar,750,Apartment,21,0.49,8,2500,0.19,5468
Hyderabad,LB Nagar,2500,Villa,3,1.51,8,16000,4.0,116666
Hyderabad,LB Nagar,900,Villa,2,4.22,10,5500,0.49,14437
Hyderabad,LB Nagar,2000,Apartment,0,5.45,10,9500,1.9,55416
Hyderabad,LB Nagar,2000,Apartment,16,4.8,8,7500,1.5,43750
Hyderabad,LB Nagar,3500,Apartment,23,9.65,8,12000,4.2,122500
Hyderabad,LB Nagar,2200,Villa,21,3.33,6,10500,2.31,67375
Hyderabad,LB Nagar,3000,Apartment,19,7.81,5,10000,3.0,87500
Hyderabad,LB Nagar,3500,Villa,5,9.77,8,23500,8.22,239895
Hyderabad,LB Nagar,1350,Villa,2,1.52,7,9500,1.28,37406
Hyderabad,LB Nagar,1800,Villa,10,2.88,5,11000,1.98,57750
Hyderabad,LB Nagar,3000,Villa,7,0.47,8,19000,5.7,166250
Hyderabad,LB Nagar,1800,Villa,2,5.32,8,11500,2.07,60375
Hyderabad,LB Nagar,3000,Apartment,14,3.68,8,11500,3.45,100625
Hyderabad,LB Nagar,2500,Apartment,10,9.75,8,9000,2.25,65625
Hyderabad,LB Nagar,3500,Apartment,0,8.52,8,16500,5.78,168437
Hyderabad,LB Nagar,2500,Apartment,1,4.74,5,12000,3.0,87500
Hyderabad,LB Nagar,3000,Villa,19,4.16,9,13500,4.05,118125
Hyderabad,LB Nagar,3000,Villa,6,2.51,7,17500,5.25,153125
Hyderabad,LB Nagar,2200,Apartment,1,2.69,8,11500,2.53,73791
Hyderabad,LB Nagar,2000,Villa,17,4.9,10,10500,2.1,61250
Hyderabad,LB Nagar,3500,Villa,11,0.86,5,19500,6.83,199062
Hyderabad,LB Nagar,1000,Apartment,24,1.03,5,3500,0.35,10208
Hyderabad,LB Nagar,2000,Villa,11,3.85,9,11000,2.2,64166
Hyderabad,LB Nagar,3000,Apartment,11,1.67,5,11000,3.3,96250
Hyderabad,LB Nagar,1350,Apartment,15,6.34,10,5500,0.74,21656
Hyderabad,LB Nagar,2500,Villa,3,1.73,9,18000,4.5,131250
Hyderabad,LB Nagar,1500,Apartment,6,8.17,8,6000,0.9,26250
Hyderabad,LB Nagar,1500,Apartment,14,6.84,10,6500,0.97,28437
Hyderabad,LB Nagar,2000,Villa,3,2.82,5,14000,2.8,81666
Hyderabad,LB Nagar,3500,Apartment,21,3.12,8,10500,3.67,107187
Hyderabad,LB Nagar,2500,Apartment,21,4.86,8,8000,2.0,58333
Hyderabad,LB Nagar,750,Apartment,16,0.9,9,3500,0.26,7656
Hyderabad,LB Nagar,2500,Villa,18,1.73,9,11000,2.75,80208
Hyderabad,LB Nagar,1350,Apartment,22,9.59,10,4500,0.61,17718
Bengaluru,Whitefield,1200,Villa,3,5.44,10,14500,1.74,46400
Bengaluru,Whitefield,3000,Villa,19,6.89,9,20500,6.15,164000
Bengaluru,Whitefield,2200,Apartment,13,1.04,7,15000,3.3,88000
Bengaluru,Whitefield,2200,Villa,10,4.76,8,20500,4.51,120266
Bengaluru,Whitefield,1200,Villa,4,5.6,9,13500,1.62,43200
Bengaluru,Whitefield,3500,Villa,23,1.91,10,24500,8.57,228666
Bengaluru,Whitefield,3000,Apartment,10,4.62,6,20000,6.0,160000
Bengaluru,Whitefield,1500,Villa,19,2.65,10,13500,2.02,54000
Bengaluru,Whitefield,2200,Apartment,21,9.62,10,12000,2.64,70400
Bengaluru,Whitefield,3500,Villa,5,2.82,10,36000,12.6,336000
Bengaluru,Whitefield,1200,Villa,24,4.54,9,9000,1.08,28800
Bengaluru,Whitefield,2500,Villa,18,6.34,10,21000,5.25,140000
Bengaluru,Whitefield,3000,Villa,9,9.82,5,30000,9.0,240000
Bengaluru,Whitefield,3000,Apartment,3,9.11,8,21000,6.3,168000
Bengaluru,Whitefield,1350,Apartment,1,9.45,6,11500,1.55,41400
Bengaluru,Whitefield,1800,Apartment,24,9.78,7,10000,1.8,48000
Bengaluru,Whitefield,3500,Apartment,8,7.65,5,23000,8.05,214666
Bengaluru,Whitefield,3500,Villa,25,7.27,6,21500,7.53,200666
Bengaluru,Whitefield,3000,Villa,1,2.7,8,36500,10.95,292000
Bengaluru,Whitefield,1200,Apartment,19,1.88,10,8000,0.96,25600
Bengaluru,Whitefield,3500,Villa,17,5.78,6,28000,9.8,261333
Bengaluru,Whitefield,3000,Villa,25,0.42,10,23500,7.05,188000
Bengaluru,Whitefield,3500,Villa,1,0.39,8,39000,13.65,364000
Bengaluru,Whitefield,2500,Villa,25,2.52,9,17500,4.38,116666
Bengaluru,Whitefield,900,Villa,0,6.45,6,11500,1.03,27600
Bengaluru,Whitefield,3000,Villa,24,8.53,6,19500,5.85,156000
Bengaluru,Whitefield,3500,Villa,22,7.37,9,25000,8.75,233333
Bengaluru,Whitefield,3000,Apartment,23,0.58,10,14000,4.2,112000
Bengaluru,Whitefield,1500,Villa,9,4.96,6,15000,2.25,60000
Bengaluru,Whitefield,3500,Apartment,2,3.1,6,26000,9.1,242666
Bengaluru,Whitefield,3000,Villa,3,4.16,5,28500,8.55,228000
Bengaluru,Whitefield,2500,Villa,8,7.62,6,22000,5.5,146666
Bengaluru,Whitefield,1350,Villa,18,9.21,5,12500,1.69,45000
Bengaluru,Whitefield,2000,Apartment,14,3.76,5,13500,2.7,72000
Bengaluru,Whitefield,1350,Apartment,10,7.94,10,10000,1.35,36000
Bengaluru,Whitefield,3000,Villa,21,3.78,8,20000,6.0,160000
Bengaluru,Whitefield,3000,Villa,17,6.67,5,23500,7.05,188000
Bengaluru,Whitefield,3500,Apartment,10,9.21,6,21000,7.35,196000
Bengaluru,Whitefield,3000,Apartment,2,1.29,8,19500,5.85,156000
Bengaluru,Whitefield,3000,Villa,17,0.68,5,25000,7.5,200000
Bengaluru,Whitefield,2200,Apartment,7,0.65,10,16000,3.52,93866
Bengaluru,Whitefield,2000,Villa,10,3.04,7,19500,3.9,104000
Bengaluru,Whitefield,1500,Villa,24,9.52,9,10500,1.57,42000
Bengaluru,Whitefield,3500,Apartment,0,5.93,10,30000,10.5,280000
Bengaluru,Whitefield,2200,Apartment,14,5.31,10,13000,2.86,76266
Bengaluru,Whitefield,3000,Apartment,19,3.72,5,17500,5.25,140000
Bengaluru,Whitefield,3500,Villa,10,8.97,5,36000,12.6,336000
Bengaluru,Whitefield,2200,Villa,8,4.92,5,21500,4.73,126133
Bengaluru,Whitefield,3000,Villa,24,5.13,9,22000,6.6,176000
Bengaluru,Whitefield,3000,Villa,14,2.11,5,23500,7.05,188000
Bengaluru,Whitefield,2000,Apartment,20,3.52,7,11000,2.2,58666
Bengaluru,Whitefield,3000,Apartment,2,0.99,6,23000,6.9,184000
Bengaluru,Whitefield,3000,Apartment,17,0.97,10,17000,5.1,136000
Bengaluru,Whitefield,1000,Apartment,6,4.27,10,8500,0.85,22666
Bengaluru,Whitefield,2500,Apartment,3,8.17,9,18000,4.5,120000
Bengaluru,Whitefield,3500,Villa,23,7.03,10,26500,9.28,247333
Bengaluru,Whitefield,1000,Apartment,23,7.78,5,5500,0.55,14666
Bengaluru,Whitefield,2500,Villa,22,8.8,5,19500,4.88,130000
Bengaluru,Whitefield,1000,Apartment,2,5.53,6,8500,0.85,22666
Bengaluru,Whitefield,1800,Apartment,17,0.66,9,9500,1.71,45600
Bengaluru,Whitefield,1500,Villa,8,1.54,8,17000,2.55,68000
Bengaluru,Whitefield,2500,Villa,20,0.83,8,16000,4.0,106666
Bengaluru,Whitefield,2000,Villa,0,9.74,10,22000,4.4,117333
Bengaluru,Whitefield,1200,Apartment,17,3.25,10,7000,0.84,22400
Bengaluru,Whitefield,3000,Apartment,2,2.54,10,24500,7.35,196000
Bengaluru,Whitefield,1000,Apartment,11,8.53,7,8000,0.8,21333
Bengaluru,Whitefield,3500,Apartment,9,4.4,7,20500,7.17,191333
Bengaluru,Whitefield,2500,Villa,12,7.21,10,21000,5.25,140000
Bengaluru,Whitefield,900,Apartment,15,8.22,9,6000,0.54,14400
Bengaluru,Whitefield,1500,Villa,4,9.05,9,15500,2.33,62000
Bengaluru,Whitefield,2000,Apartment,20,8.12,7,12500,2.5,66666
Bengaluru,Whitefield,3500,Villa,25,6.71,5,20500,7.17,191333
Bengaluru,Whitefield,3000,Apartment,17,1.06,5,19500,5.85,156000
Bengaluru,Whitefield,900,Villa,0,1.92,9,12500,1.12,30000
Bengaluru,Whitefield,3000,Villa,2,7.87,6,33500,10.05,268000
Bengaluru,Whitefield,2200,Villa,6,0.71,10,23500,5.17,137866
Bengaluru,Whitefield,3000,Apartment,4,2.87,6,19000,5.7,152000
Bengaluru,Whitefield,1500,Villa,19,7.23,6,14000,2.1,56000
Bengaluru,Whitefield,1200,Apartment,5,7.66,9,9500,1.14,30400
Bengaluru,Whitefield,2500,Apartment,20,5.24,7,12500,3.12,83333
Bengaluru,Whitefield,3500,Villa,2,3.88,5,40000,14.0,373333
Bengaluru,Whitefield,1500,Villa,23,4.78,7,13000,1.95,52000
Bengaluru,Whitefield,2200,Apartment,4,9.23,5,18000,3.96,105600
Bengaluru,Whitefield,1800,Apartment,19,8.66,6,11500,2.07,55200
Bengaluru,Whitefield,2000,Villa,15,2.96,7,17500,3.5,93333
Bengaluru,Whitefield,3000,Villa,21,3.65,10,23500,7.05,188000
Bengaluru,Whitefield,3000,Villa,4,3.56,7,34000,10.2,272000
Bengaluru,Whitefield,2500,Apartment,5,5.75,7,19500,4.88,130000
Bengaluru,Whitefield,1800,Apartment,25,9.49,10,7500,1.35,36000
Bengaluru,Whitefield,3500,Villa,13,1.88,7,30500,10.68,284666
Bengaluru,Whitefield,1200,Villa,21,7.93,8,10000,1.2,32000
Bengaluru,Whitefield,2500,Villa,14,0.54,7,25000,6.25,166666
Bengaluru,Whitefield,2500,Apartment,17,8.44,6,14500,3.62,96666
Bengaluru,Whitefield,3500,Apartment,19,2.58,7,19500,6.83,182000
Bengaluru,Whitefield,1200,Apartment,17,7.14,7,8000,0.96,25600
Bengaluru,Whitefield,3500,Apartment,2,9.68,5,28000,9.8,261333
Bengaluru,Whitefield,3000,Apartment,20,0.8,9,18500,5.55,148000
Bengaluru,Whitefield,3000,Apartment,12,8.67,5,19000,5.7,152000
Bengaluru,Whitefield,3000,Villa,8,2.04,10,30000,9.0,240000
Bengaluru,Whitefield,1350,Villa,11,4.15,6,15500,2.09,55800
Bengaluru,Whitefield,3000,Villa,23,1.58,6,20000,6.0,160000
Bengaluru,Whitefield,2500,Apartment,16,8.75,8,13500,3.38,90000
Bengaluru,Whitefield,2200,Apartment,16,6.83,10,12500,2.75,73333
Bengaluru,Whitefield,1800,Apartment,25,6.36,9,10000,1.8,48000
Bengaluru,Whitefield,1200,Apartment,14,5.85,6,8500,1.02,27200
Bengaluru,Whitefield,3000,Apartment,18,3.09,10,16000,4.8,128000
Bengaluru,Whitefield,2500,Apartment,11,3.28,6,18000,4.5,120000
Bengaluru,Whitefield,2500,Apartment,7,3.54,7,15500,3.88,103333
Bengaluru,Whitefield,2200,Apartment,7,7.41,10,15000,3.3,88000
Bengaluru,Whitefield,1500,Villa,16,7.9,8,14000,2.1,56000
Bengaluru,Whitefield,2500,Apartment,14,3.07,5,17500,4.38,116666
Bengaluru,Whitefield,3500,Apartment,10,3.52,10,21000,7.35,196000
Bengaluru,Whitefield,3000,Villa,20,0.85,10,24000,7.2,192000
Bengaluru,Whitefield,1800,Apartment,18,6.52,8,10500,1.89,50400
Bengaluru,Whitefield,3500,Villa,12,6.81,9,28000,9.8,261333
Bengaluru,Whitefield,3500,Villa,2,4.36,8,38000,13.3,354666
Bengaluru,Whitefield,1500,Villa,16,7.58,7,13500,2.02,54000
Bengaluru,Whitefield,2200,Villa,15,2.98,9,19000,4.18,111466
Bengaluru,Whitefield,750,Apartment,16,4.49,8,5000,0.38,10000
Bengaluru,Whitefield,1350,Apartment,7,9.72,9,10500,1.42,37800
Bengaluru,Whitefield,3500,Apartment,8,1.4,6,26000,9.1,242666
Bengaluru,Whitefield,1500,Villa,5,7.13,9,16000,2.4,64000
Bengaluru,Whitefield,1200,Apartment,21,4.4,8,6500,0.78,20800
Bengaluru,Whitefield,2000,Apartment,23,2.86,8,9000,1.8,48000
Bengaluru,Whitefield,3500,Villa,15,2.29,6,25000,8.75,233333
Bengaluru,Whitefield,3000,Villa,5,3.09,5,30500,9.15,244000
Bengaluru,Whitefield,1800,Apartment,1,6.67,9,14500,2.61,69600
Bengaluru,Whitefield,3000,Apartment,5,1.05,10,22000,6.6,176000
Bengaluru,Whitefield,3000,Apartment,1,1.03,5,22500,6.75,180000
Bengaluru,Whitefield,1350,Apartment,8,1.19,9,10500,1.42,37800
Bengaluru,Whitefield,2500,Apartment,19,6.11,10,15500,3.88,103333
Bengaluru,Whitefield,3500,Apartment,9,2.89,6,25000,8.75,233333
Bengaluru,Whitefield,2500,Villa,19,0.45,8,22500,5.62,150000
Bengaluru,Whitefield,1350,Villa,7,6.22,9,16500,2.23,59400
Bengaluru,Whitefield,1350,Apartment,25,3.34,9,7500,1.01,27000
Bengaluru,Whitefield,3500,Villa,16,8.7,6,25000,8.75,233333
Bengaluru,Whitefield,3500,Villa,10,9.48,9,31500,11.03,294000
Bengaluru,Whitefield,3000,Apartment,2,6.0,8,22500,6.75,180000
Bengaluru,Whitefield,2200,Apartment,4,7.1,5,15500,3.41,90933
Bengaluru,Whitefield,1500,Villa,16,0.45,6,16000,2.4,64000
Bengaluru,Whitefield,3000,Apartment,3,5.95,8,21500,6.45,172000
Bengaluru,Whitefield,3000,Apartment,19,9.59,9,14000,4.2,112000
Bengaluru,Whitefield,3000,Apartment,24,4.17,5,14000,4.2,112000
Bengaluru,Whitefield,2500,Apartment,21,6.82,9,14000,3.5,93333
Bengaluru,Whitefield,3000,Villa,0,9.78,9,31000,9.3,248000
Bengaluru,Whitefield,2500,Apartment,11,7.56,10,16000,4.0,106666
Bengaluru,Whitefield,3000,Apartment,13,9.17,8,16000,4.8,128000
Bengaluru,Whitefield,2200,Apartment,11,4.51,8,14000,3.08,82133
Bengaluru,Whitefield,1200,Villa,8,7.32,6,13500,1.62,43200
Bengaluru,Whitefield,1000,Villa,9,6.25,7,11000,1.1,29333
Bengaluru,Electronic City,1500,Apartment,0,6.49,9,12000,1.8,48000
Bengaluru,Electronic City,3000,Apartment,3,1.19,8,17500,5.25,140000
Bengaluru,Electronic City,3500,Villa,6,2.23,8,31000,10.85,289333
Bengaluru,Electronic City,2200,Apartment,3,0.43,8,15500,3.41,90933
Bengaluru,Electronic City,3500,Villa,18,2.71,7,23000,8.05,214666
Bengaluru,Electronic City,3000,Villa,13,2.7,9,22000,6.6,176000
Bengaluru,Electronic City,1800,Villa,21,0.91,6,14500,2.61,69600
Bengaluru,Electronic City,2500,Villa,17,6.19,6,18000,4.5,120000
Bengaluru,Electronic City,2200,Villa,17,6.83,7,17500,3.85,102666
Bengaluru,Electronic City,2000,Villa,18,8.28,10,15500,3.1,82666
Bengaluru,Electronic City,2200,Apartment,23,9.35,10,9000,1.98,52800
Bengaluru,Electronic City,1200,Apartment,23,6.28,8,6000,0.72,19200
Bengaluru,Electronic City,3500,Apartment,5,7.51,6,21500,7.53,200666
Bengaluru,Electronic City,3000,Villa,12,0.96,9,27000,8.1,216000
Bengaluru,Electronic City,3000,Apartment,22,3.9,6,13500,4.05,108000
Bengaluru,Electronic City,2200,Apartment,20,5.52,5,11500,2.53,67466
Bengaluru,Electronic City,1350,Villa,15,2.91,5,12000,1.62,43200
Bengaluru,Electronic City,1000,Apartment,8,6.76,7,7000,0.7,18666
Bengaluru,Electronic City,1000,Apartment,19,7.94,10,6500,0.65,17333
Bengaluru,Electronic City,2200,Villa,12,2.71,10,17500,3.85,102666
Bengaluru,Electronic City,3000,Apartment,1,7.14,10,17500,5.25,140000
Bengaluru,Electronic City,2500,Apartment,14,6.6,6,11500,2.88,76666
Bengaluru,Electronic City,3500,Villa,25,9.38,6,20000,7.0,186666
Bengaluru,Electronic City,900,Apartment,25,0.51,9,4000,0.36,9600
Bengaluru,Electronic City,1350,Apartment,21,3.22,7,6500,0.88,23400
Bengaluru,Electronic City,1800,Apartment,20,5.06,6,9000,1.62,43200
Bengaluru,Electronic City,1000,Villa,8,9.29,7,10500,1.05,28000
Bengaluru,Electronic City,3500,Villa,12,4.27,9,26500,9.28,247333
Bengaluru,Electronic City,1500,Apartment,16,6.66,10,8000,1.2,32000
Bengaluru,Electronic City,3500,Apartment,2,1.86,9,21500,7.53,200666
Bengaluru,Electronic City,1800,Villa,23,0.98,7,13000,2.34,62400
Bengaluru,Electronic City,1800,Apartment,7,8.85,8,10500,1.89,50400
Bengaluru,Electronic City,2500,Apartment,18,8.2,7,12000,3.0,80000
Bengaluru,Electronic City,1350,Apartment,13,3.11,9,8500,1.15,30600
Bengaluru,Electronic City,1000,Villa,16,3.31,7,9000,0.9,24000
Bengaluru,Electronic City,1200,Villa,25,5.49,9,7500,0.9,24000
Bengaluru,Electronic City,3000,Villa,8,3.76,8,28000,8.4,224000
Bengaluru,Electronic City,3000,Apartment,15,7.96,7,15000,4.5,120000
Bengaluru,Electronic City,2500,Villa,21,3.29,9,15500,3.88,103333
Bengaluru,Electronic City,750,Apartment,15,5.2,7,4500,0.34,9000
Bengaluru,Electronic City,1000,Apartment,12,9.43,10,7000,0.7,18666
Bengaluru,Electronic City,3500,Villa,7,5.18,8,24500,8.57,228666
Bengaluru,Electronic City,2200,Apartment,16,2.18,10,12000,2.64,70400
Bengaluru,Electronic City,1800,Villa,7,8.43,5,18000,3.24,86400
Bengaluru,Electronic City,2200,Villa,21,8.63,5,15000,3.3,88000
Bengaluru,Electronic City,3000,Villa,5,6.22,7,30500,9.15,244000
Bengaluru,Electronic City,2200,Villa,6,1.86,6,19000,4.18,111466
Bengaluru,Electronic City,3500,Villa,6,7.03,10,31500,11.03,294000
Bengaluru,Electronic City,1500,Apartment,7,2.53,7,10000,1.5,40000
Bengaluru,Electronic City,1500,Apartment,7,1.87,6,11500,1.73,46000
Bengaluru,Electronic City,3000,Apartment,11,1.11,5,16500,4.95,132000
Bengaluru,Electronic City,1200,Villa,2,3.74,9,13500,1.62,43200
Bengaluru,Electronic City,750,Apartment,24,1.32,8,4000,0.3,8000
Bengaluru,Electronic City,2200,Villa,19,6.2,8,14000,3.08,82133
Bengaluru,Electronic City,3000,Villa,8,2.68,6,25500,7.65,204000
Bengaluru,Electronic City,3000,Villa,8,2.57,6,24500,7.35,196000
Bengaluru,Electronic City,3000,Apartment,4,2.43,9,19000,5.7,152000
Bengaluru,Electronic City,2500,Apartment,15,5.7,9,14000,3.5,93333
Bengaluru,Electronic City,2200,Apartment,12,4.33,8,14000,3.08,82133
Bengaluru,Electronic City,1200,Villa,22,7.06,7,7500,0.9,24000
Bengaluru,Electronic City,3500,Apartment,0,7.11,10,23000,8.05,214666
Bengaluru,Electronic City,1500,Apartment,12,4.3,7,8000,1.2,32000
Bengaluru,Electronic City,2200,Villa,19,8.74,6,17000,3.74,99733
Bengaluru,Electronic City,3000,Apartment,8,1.42,7,21000,6.3,168000
Bengaluru,Electronic City,2500,Villa,19,6.17,7,17500,4.38,116666
Bengaluru,Electronic City,1500,Villa,15,1.69,6,12000,1.8,48000
Bengaluru,Electronic City,2500,Villa,22,7.01,7,16000,4.0,106666
Bengaluru,Electronic City,2200,Villa,8,8.99,6,17500,3.85,102666
Bengaluru,Electronic City,3000,Apartment,4,2.28,5,15000,4.5,120000
Bengaluru,Electronic City,1800,Apartment,25,0.48,9,8500,1.53,40800
Bengaluru,Electronic City,2500,Apartment,12,7.99,6,14000,3.5,93333
Bengaluru,Electronic City,1350,Apartment,15,5.74,6,7500,1.01,27000
Bengaluru,Electronic City,2500,Apartment,15,6.4,10,12000,3.0,80000
Bengaluru,Electronic City,3000,Villa,17,0.4,8,23000,6.9,184000
Bengaluru,Electronic City,2000,Apartment,8,7.32,8,14000,2.8,74666
Bengaluru,Electronic City,1200,Apartment,22,8.27,5,6500,0.78,20800
Bengaluru,Electronic City,1500,Villa,8,8.48,10,12000,1.8,48000
Bengaluru,Electronic City,1000,Villa,14,7.98,7,9000,0.9,24000
Bengaluru,Electronic City,2200,Villa,11,4.68,7,19000,4.18,111466
Bengaluru,Electronic City,750,Apartment,13,8.86,7,5000,0.38,10000
Bengaluru,Electronic City,3500,Apartment,19,4.82,9,16000,5.6,149333
Bengaluru,Electronic City,3000,Apartment,20,8.09,7,13500,4.05,108000
Bengaluru,Electronic City,2200,Villa,10,9.05,10,18500,4.07,108533
Bengaluru,Electronic City,2500,Villa,2,5.56,9,26000,6.5,173333
Bengaluru,Electronic City,1800,Apartment,14,9.69,6,10500,1.89,50400
Bengaluru,Electronic City,3500,Villa,25,1.02,8,20000,7.0,186666
Bengaluru,Electronic City,3500,Villa,19,3.94,5,23500,8.22,219333
Bengaluru,Electronic City,1000,Villa,5,9.97,6,12000,1.2,32000
